video,Pitch,Yaw,Roll,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23
P21,-4.450744201222697,1.373700735623044,2.448451449792261,0.015936861039717507,1.0837372935211518,0.010083996744069656,0.6639970934404567,-2.1433519065066315,-2.2011207813073224,3.7118229046120956,3.8226882589443667,1.7742648302252437,-2.2685177520276283,-1.6663903968532006,1.1799484225148626,-0.020988197194286125,1.3808574981129844,-0.3373962018730092,-0.24003854774261824,-0.909434162881782,-0.5871992100801943,0.18460905060265648,0.28955813082829074,0.14861541366981781,-0.6648959250978296,0.22268993886283941,2.0179043121248235,-2.695995882396612,0.47660265591731155,-0.9888954044041556,-0.36986747012283216,-0.9848479155674431,0.5324033226833395,1.7591223257688031,-0.6405343325235764,-0.10170546553732343
P22,0.7869623621825649,-1.0610500932614122,-1.876051338089135,1.9948723048539339,1.7936408615372077,1.8597820567101817,1.2297006324819144,0.29108799033447424,0.17034349427566875,-1.8182789892652202,-0.07037722083886071,1.0774948572424266,2.4714052885356046,-0.03638464922383363,2.1227560086984907,-0.09934081737066655,2.417672566021658,-0.15916973635715087,0.5175778084178673,-2.040718162042674,-0.21122456629639028,-0.28419780784151816,0.8719231053889778,-0.3135242647841914,-1.9282267658942618,1.007117076209122,-0.3048038354207342,0.5068502706124723,1.0068719780377475,0.8604847876651522,1.1567128596459635,0.9307376959263863,0.6935103129454757,-0.8496986007005123,-1.0896909505698151,-0.6102592040614898
P24,0.19252876873200658,-1.1986924741217955,-0.087029636575415,0.26622481950655996,0.010312018191300898,0.11090760485609713,-0.645987724926466,0.40740804429200295,0.30754986806281476,1.053984835167246,0.6683027268265359,0.6731961082767877,-1.2034771167263636,0.10976121785374421,0.3392934723298368,0.8085081247431626,-0.9446413269521655,-0.6523359300186875,-1.1483661449007982,0.6429783705527354,-0.8656739732701634,0.42993094835902995,1.1768835962721895,-0.18081628645913586,0.19134307054642039,1.8329913950826566,-0.42921023419443816,-0.30231943369459935,0.9184082541154137,0.006906179410126645,0.09846944221697398,-0.11997230026386692,-0.39151485081806964,-0.7814395995069887,-1.3713172061874626,-0.1098663821384091
P25,-0.4338674771850685,-0.4554702368488315,-0.1846402585321866,-1.3991907425257073,-1.112495902700998,-1.573651877394115,-0.17582969393315268,-0.9711031754982115,-0.9349952543122503,-0.4275253866196422,-0.5092986814990705,-1.2549319559997918,0.08133068916519079,-1.814980594618727,-1.903961390822196,2.200928901759407,-0.31017528134015787,1.0636372064124366,-2.3075071611395597,-1.939350068625112,0.2988849459586038,0.4268130951462962,1.5549657598471947,2.560783365375538,-0.09238637196295035,-1.761355136085072,-0.17260340411128236,-0.38873994819480506,-1.0893685986734223,2.8563818081287757,-1.1399663836666594,-0.6987155002328922,1.6177932928937033,0.6204023501314663,0.11458168414289141,-0.9113840138502671
P27,0.43816594697668393,-0.6453024022993534,-0.564862199022905,0.8784134248161148,-0.20010403194377624,0.7595112708417076,-0.2475856323543654,1.5150798508516214,1.3825638404801222,0.2546835745946782,-0.5150859926407564,-0.7167117849144937,-0.9410274605731831,1.606461190096946,-0.31301657635440633,0.6135250655037245,-0.93192693275666,0.5886986342204629,-0.04736757457432594,0.7033806612760181,-0.8055111298510482,-0.08357701725460587,0.6630608194673318,-1.17240683400847,0.4232342420637222,0.14133093914363037,-0.5111566626458178,-0.5435707667611448,1.3318334839195127,-0.7051795233898526,0.017652714273127684,-0.2963682818310668,-0.20385840280084525,0.8177855808668271,-1.146016059398298,-0.1954265396884749
P29,0.9213419373663096,2.614844494297988,-2.2921955877536933,0.1919821677704263,-0.043982973758554166,0.3813274007112381,0.6626579566589641,0.4561368012318808,0.6545620484713162,-0.32643717696632535,-0.6212819224987018,-1.044850195695804,-0.0683545996441941,0.5235283497101694,-0.766963466882805,-0.2782938971024759,0.607830626721862,-0.39010902775866535,0.6730818576802308,0.8403383395622787,-0.09792683340858133,0.45639228854072633,1.0226343773737825,-0.46025691279285713,0.40533707202718494,-1.8840888909088132,0.41145747218827544,1.475040250967991,-0.856364224951768,0.7519979923140718,0.038602146637123635,-0.9087586833861093,-0.3223727940245493,1.526075449931512,1.555745112837488,0.29802997123202846
P3,0.8225494836156745,0.8494885011834303,-0.9710958218428765,-0.5129586369065164,-0.4652613556244814,-0.3788516860290976,-0.45329069237915015,-1.2146867270470176,-1.0997555402761168,0.7902338839403796,0.6799554491850546,0.24230164323981332,-0.9748741346086212,-0.417711017147732,-0.6202417971584231,0.055379007490187794,-0.5572682196139118,-1.0601798178298925,-1.0614258370012895,0.09229423718377448,-0.3463326846985275,-0.36765276917215994,-1.2164694139929308,-0.24956942515261119,-0.08003040027351785,-0.3989514599606743,-0.09613102059954698,-0.19794320019352374,-1.1439551422677945,-0.31197873840393386,0.5840777406810781,0.22559503102146866,-0.9511100210169633,-0.14707972298487854,0.19869514390274332,0.9935445113122274
P30,-0.14580897203070675,-0.08445365991602308,0.33920748813457663,0.03693405426212207,-0.7253471431116815,0.1093292983677801,0.20202780908096576,0.31538539608400545,0.4802354200488245,0.236517258368494,0.3330488244563192,0.8198129871089574,-0.6213747722400945,0.5931129762502699,0.9982797994146049,1.7039949019512737,-1.678402457385255,0.537848516948397,-1.1180432879755235,0.01649455414153116,0.17876940441313197,0.36539580944561756,-1.2497110062927868,-0.5589045407724949,1.2070938474234727,-1.0974490072083676,0.266241667831125,1.111208698812509,-2.1066566767963693,-0.4327189369333714,-0.18183717890518983,0.9190450889962469,-0.269423211059277,0.29803718050466105,1.5095885867000605,1.6163463405331697
P31,-0.8992838483457555,1.0772479937938275,0.15472184119539004,0.4906479447177749,1.4349089937408392,0.5633066852826343,1.0627803173529609,-0.8010504142183227,-0.8553875099123497,-0.7886382800354063,-0.7193580013425371,0.12309599075292323,0.9414666120769238,-0.20742940852938518,0.6759219449186479,-0.4502896042039377,1.2498227836331945,-0.17735575897162975,0.4810683718076653,-0.7235045178451444,-0.08163480409087227,-0.6947770499000976,-0.25817682085704613,-0.12830019182572938,1.1790807597967263,0.5963006915349407,1.1303030831273067,-0.13358662187687548,0.6632518812250756,0.7543412091676013,-1.5393418078285124,-0.5100992404553534,-0.8454085775436572,0.0981405191908027,0.11982875262105896,0.4017178354902976
P32,-0.8179399295217948,-0.26645172107432036,0.5487765648272918,0.5255483715620823,-0.1625759477137783,0.6445540821224227,0.3650416357562039,0.9826139402938503,1.0996886008635591,0.6449214530484293,0.47006149307854445,0.8247716038770947,-0.7728332677192836,1.171062560442211,1.4334966256866786,-1.0194378109289934,-1.2324672836250699,0.3087556178415336,-0.7676601054806423,-0.8205745147565285,-0.05707413444525757,-0.6382156125045696,-0.8429173765381881,-0.19439340383239112,-0.7916038231322597,-1.383945040120148,0.24423504110156175,-1.2791874800752945,-0.9366221134536573,-0.3843565111928806,0.7201165096220513,1.1786095718612468,0.3852780842325311,0.1659440204407992,1.0034138460196032,-1.6184309212603338
P33,-0.4497122204882707,0.41348483785251977,-0.1735126668558606,-0.15025326852948484,-0.11726002923282319,-0.27334389051141744,-0.1152996346133531,0.319057017347879,0.2989669569241721,-0.816133332105531,-0.7962715522241831,-0.16372882222077176,0.39915590367678067,-0.6598139350176192,-1.083077936427125,-1.374467928855502,0.40252434235896717,0.04548601378793429,-0.2548123052564238,0.0624238227212287,-0.9338906713928339,-0.1424033171557084,0.3010226997122813,0.6055153717398949,-1.4133026247546794,0.4346709121792603,-0.10716399133752633,0.49074881642085383,-0.34180799098654574,0.655066000370033,0.24212745052167292,-1.2628556940452789,0.07331550414709923,0.48157263631230307,-1.008868309116642,-0.23405823094441647
P34,-0.16761867887850956,0.2294901359886916,0.37124064449573313,-0.3237008107220848,-1.214803953460467,-0.30676737508024876,-0.43303930633699345,-1.6770667628379439,-1.6108655924734692,0.3963518833127282,0.29480266660992976,-0.17206830449801055,-0.5123331070764293,-0.032728536079211744,-0.7431734027444559,-1.9524627362334492,-0.11120139876211334,0.7971294173391431,0.9538049471447526,1.6132795173895036,0.28399370744872404,-1.6636653481450387,0.48759695861244023,-0.8339763735303529,-0.9805182916492998,-1.0905700812293981,0.010812678950831113,1.1281680584535012,-0.8194784035388727,-1.2100441344731614,0.2836420403071303,-0.5812923165867814,-0.07368066203714574,0.42056124300119685,0.9846136527169257,0.8266083395828191
P35,0.03577674089049897,3.874305018448204,-1.94336519046432,-1.9928129582144192,-1.4349077416895601,-1.9441649849367029,-1.684098884102878,-0.43885278182079873,-0.45374869263574213,-0.317381137572547,-0.41713457109819563,0.5279723218336515,0.34927448050864845,-0.20938347327818863,0.11790715958316464,-0.8748632675197283,-1.8270982682023063,-0.4366070893991948,0.8598478233167369,0.8465351984598922,2.0579001521455593,1.0867770693390433,-1.7597431452355088,-0.31933795911622964,-0.8451087465657315,-0.1065137976902795,-1.6472729111416407,-0.9461219796221145,0.3423049274828838,-0.00440172696783954,1.7942143632792231,2.5444408762763833,-0.6777319686845276,-0.5760373848448376,-1.1224062660444667,0.14078972204623458
P37,-1.1700295679750188,-0.6538117304605828,-0.4725167081153771,-0.4270438888870185,-0.23252988450648202,-0.3866127926544035,0.009188562949509472,-0.7858509573390494,-0.7539258313010543,-0.9697781431102688,-0.837475057953102,0.4994221614406969,0.8456977279964992,-1.2383638315894945,-0.23904084143331583,-0.0344879662320174,0.2948162713925802,0.1941805853487252,-0.025453392617588534,-0.6669284794664692,-0.6603933871610167,-1.079502696993876,0.33909134861478235,0.4611448074631085,0.010188860640305204,-0.07157595501727215,0.8517282429627354,-0.8643087136845692,-0.5240263705286421,1.0539275431540631,-1.5833691085789268,-1.3400322735053172,-0.24480646916587526,0.7305665931876807,0.8182132157972336,-0.007884634263023696
P4,0.5901561105379721,0.06394544682428725,0.608381698289063,0.1494732114218,-0.2622004640645569,0.17140418037091137,0.12730940824846562,-1.0729191601596955,-0.9849619475322382,0.4250366643542042,-0.1531660175846704,-1.2617407126426585,-0.9634863384429738,0.7853835920270738,-1.058106223373029,-0.08668699729406794,-0.6166108135003983,-0.1662121591866058,-0.7634502556970162,-0.5996394340477045,-0.5085496019608906,-0.6233192879001695,0.979766259454648,-0.25439642544341723,0.9032710575250302,-1.7526754577274328,-0.6342727595363512,0.21859877085540147,-0.31482636122756363,-0.4044661377170242,0.2581110154640181,0.5728879974664904,1.4180461483161144,0.7534204331156658,0.11939696422057346,-1.7073810560819092
P42,0.42166550470594943,0.7932880229694458,-0.4031378305193424,-0.40425622940263445,-0.8283370485670422,-0.3129483180111954,-1.2971474088430017,2.238965768385049,2.3779010929669875,-0.4568148639076331,-0.31564484449535696,-1.2722196429466548,0.3545260984690808,0.3492315690151853,-0.9602339966168082,1.3019996688706257,-0.38924566135515026,-1.5625383209909711,2.044108364577583,0.28336307401735805,0.2903861163203009,0.27266752025600904,0.23908094289378473,0.7428860308400477,0.6491341623076343,0.13467902609451762,0.03305973012598826,0.7832417989367907,-0.35218513346308394,1.6646263263996406,-0.9771335704080477,-0.8120927015303645,0.4645601822984722,0.06545333717150363,-0.04387438497916915,-0.3775092991004783
P43,1.1714536151706485,0.3122198851817964,0.3782233451078425,-0.775242106924634,-0.5110384366265989,-0.5304607408194048,-0.11491690267988731,-0.7654010991912987,-0.7630735874623266,0.6311153431255889,0.4852725336002326,-0.42054500459716604,-0.6477487015742727,-0.9538913166667249,-1.0658682427543171,1.5222257025839645,0.9032448911514811,0.4699525038511443,1.0032945570700855,-0.301857699368198,-0.2300868720186117,1.2744823091505844,0.10289914817559878,-0.7885337380048981,-1.001118647605524,-0.1644165292217884,0.4147239953295819,-0.7550640227416716,0.6072914762048275,1.014052109501735,-0.5973147767836521,0.5434460700871618,-2.1810884094267946,1.4503561857254472,1.6865261755926775,0.9793393409476654
P44,-0.6536868051967712,0.28552925708690857,1.1632268106446881,0.6257648079692719,0.21919045648861413,0.6857579927868662,0.4860161685025107,1.3659917047116503,1.307797379212933,-0.5045994696304987,0.655822490384283,0.8806666890802829,0.4480217487052266,0.48267595627436227,0.6076112708112976,0.017539910457994128,-0.051605421246437626,0.9794259039797419,-0.12094595386984655,0.6078524192579464,-0.4913891962506007,0.16464572883829912,-0.2009949863329486,-0.8004245498786406,-0.5519234087649483,-0.06185733740435391,0.5510907584610043,-0.5354272693658702,0.6562810633597037,0.01444186809235966,-0.46791660961980597,-0.6757908103717831,-0.912563273141579,1.1491249964980288,0.8400826632440601,-0.0007317232037661008
P45,-0.020501495532301024,-0.7729191057840569,-0.7227934110935567,-0.8267703149248916,-0.8516120577477162,-1.0209527640064138,0.08257805021480533,0.8723095959913297,0.8477299699485589,2.266316807093253,2.0630886107675415,0.06835206127148334,-1.5322277778907654,-0.37760270291700965,0.4520261140977865,1.4715999995934805,-0.5218698734225509,0.9590286422738046,-1.3040495366252798,0.42129707710400477,1.755608669698695,1.8332598486978293,0.8008340098168509,1.913457193085219,-2.009267918077129,-0.929597333513108,-0.336056355886657,0.4170306578125838,-0.08723783368251241,-2.384042980431593,0.10912648562019012,1.715637943748352,-1.1212756295786441,-0.6654874417693845,-0.8036484075622724,1.391200475839087
P47,-0.8867764632191466,-0.22034332737203205,0.814169677855905,-1.6342992718036038,-0.27174308215462417,-1.6415187839399594,-0.5402735559799224,-1.8329052041913068,-1.7257542931812346,-1.227543470554732,-0.7817273995356621,-0.6647249547399401,0.9680215139144218,-0.057080201519209915,-0.41918537829006586,-1.0106320369180104,-0.6132933665282592,-1.253403186556331,-1.1808072551588824,0.23817614473867935,2.8676828837297013,0.1662116119795524,-1.125578697195711,0.3602934860197136,-1.8453874521938214,-0.4303448149748183,-0.8483490797200793,-0.25092983891304205,-1.1036965814276705,1.0123175708556897,0.3828095350692241,0.8731343370587096,0.6114299830348482,-0.8935953749151451,-1.1849150213926714,-1.7033558415421028
P48,0.6678178397403072,-0.8291708191514853,1.1195634226735576,-1.088644926644592,-1.261755093388005,-1.12375073407629,-1.1111552936027087,0.1971747706827162,0.048863479596872615,1.718113968485813,1.4382089613768427,0.5188142726507361,-1.8388597214824358,0.702909032486201,-0.40964196810635084,-2.1461634569147585,-2.1689254376167924,0.9203845206932735,-0.9770423010030748,0.9447625308440701,0.5581074953985476,-0.04510511281565443,0.6841556460657554,-0.0985659248718953,-2.2511852107946284,-0.04833246343281759,-1.033828461081506,-1.8762584884121032,1.0504349396334347,-2.4893887805357253,1.7882146272197128,0.6408944251770239,0.42409363117985543,-1.4768828957276425,0.34127123898112405,-1.4484819262627273
P49,-0.23035485918593843,-0.6849951184406419,0.8275125519866025,-2.221430589044405,-1.1875152044633506,-2.6757218153622087,-1.4974847562254878,-0.4135235413503301,-0.6008179383607145,-0.2366296478426434,-0.4787253818886332,0.3195612121013446,0.6437948205873736,-2.469254160458535,-0.900382112044841,1.059344162303895,-0.24638176493725047,0.6546745401906884,0.5101973750915955,0.49639256609026666,1.2511758339022592,1.6074747422567919,0.5745541810564052,1.6035174106913255,0.5206841450224512,1.89252354282325,0.5300346482769123,-0.8181393712541779,0.20939367015081709,1.2343953016490323,0.08011542616267255,-1.413111453915496,0.8387553313915113,-1.704899581962423,-2.3297570606991953,0.19571905444812948
P5,-1.419215358677296,0.5526315332799782,-0.06545557468300574,-0.5499153598475256,0.2418274837397224,-0.6579321106789955,0.5324103997817096,0.6770628901032665,0.6598905291494482,1.142427720001016,1.1842902712582963,0.7356520712050204,-0.8453229139810859,-0.6830156300857269,0.07662962642729017,-0.4575251626828828,0.6455921094402584,0.31826697264598086,-0.10607372257065219,0.41322270867101707,0.442286798844445,1.832931704696606,1.8879684887012793,-0.06168323713420066,-1.003041313050149,0.03848220428687392,2.130746620336359,-1.3774501622752284,0.11770152577699389,-0.40831867636034386,1.835945072507114,-0.6246247599463112,0.06792516786881413,1.0929880751099037,-0.1383429202887191,-0.6911139640671898
P50,0.05819001693590065,0.4421216468572766,1.2562777061455783,-1.0528584691581906,-0.8303082586687848,-1.139496844308187,-0.8657585863371324,0.42733973052797125,0.28905465107758127,-0.3274259477526239,-0.5738946289686981,-0.2962158648840571,0.781132166293373,-1.746785799784326,-0.7703725798905496,0.37127982763466744,0.6715496655723654,0.853009905416667,1.0327165890504486,0.7373573031487095,0.35216882414549877,0.0781991948986248,-1.4999296945045884,1.9561554957796796,0.9097760972351902,0.4330721675006592,0.4308741161896045,0.7217005919766913,0.6038969056968065,1.021728400166329,-0.39913445047693574,-0.8709435162437479,-0.7706724751803533,-1.2565729515560877,-0.7450722739617016,0.5751357866670129
P52,-1.0151826103695,-0.452582174093781,-0.044680140541631296,0.1988208367364216,0.5268759607154034,0.3443462081837568,0.1242129398817278,-0.47929734414160713,-0.32114953111020145,-0.5148524937689632,-0.8086899219984942,-0.8231344454855422,-0.1769774933002009,1.5691483538838558,-0.045156386111388135,-2.1334264749402103,-1.040803885291637,-1.3364216509489397,-1.5329691457079997,-1.6509717089624276,0.7329811005734878,-0.771576352267491,-0.9150356828780057,-0.33053354359407566,-2.0102346350016247,-0.7658617655005151,-0.4750645338343945,0.300077686205976,-1.0729378985244433,-0.20813158555910605,2.2833251047697027,-0.4469930881380027,1.3334807137956803,0.1379840928895239,-0.493942559832426,-2.9302380140938986
P53,1.7356268167151008,0.05262127775994589,0.49730693085558214,3.3963761233499024,2.3073595866108287,2.850283841174745,2.8287618846223577,-0.33453922124828234,-0.7635152756748019,3.091590798707765,2.896273452053337,0.1196277185208795,-2.991499417396584,2.5325733318945085,0.5147206436246606,-2.187336571206239,1.1306408425289778,3.171955673686329,-1.2881498216228455,0.3400386414301179,-3.2040433702333635,-0.8000485873020029,2.098384121582262,-2.2633836616525986,1.2171051631984195,1.8265891196699304,-1.103209850071884,-1.9416994846526354,1.7631244270048883,-1.0231764621684034,-1.57442902049582,-0.23965112583651468,0.08502211141261856,0.013667726020836124,-1.753751681636933,0.9388046228937638
P55,0.5675216467986051,1.42979262360472,-0.37658212479509334,1.174981890064908,0.9522225805718674,1.2416966180943323,1.1695436916263533,-0.8449308313330365,-0.8594890135928848,-0.34346037145688285,-0.26276793708746227,-0.09081584263809803,0.33920428896605886,0.21205964707720334,0.5049951847212402,-0.8435484614663756,0.8183227846074561,0.4344663533422253,-0.3994888908852454,-1.1420239402377668,-0.7755301317600176,-1.528115859197256,0.10602144644340704,0.22500797248253718,0.7840615148609017,0.3026290066911497,0.36100225741445024,1.3275034190443693,-0.0064080589875567095,0.10198759712780894,-0.6255471287721114,0.09021095303727594,-1.2823645094230502,0.19386282999873503,0.9728064020510687,0.5600806030606507
P56,-1.5692850593550032,-0.34422700912955734,-0.4900241459907011,1.2415312602874322,1.2698898230968296,1.0953785123709256,1.7346283668903233,-0.34639916155961203,-0.5656937440476435,-0.23021085723518137,-0.4498980391309401,-0.6342199337021077,-0.6465289092561756,2.3387079603833896,0.6542942632352484,-1.2242860676393046,-0.6034844521001869,1.739381310212406,-2.47609164821163,-2.2147273375241814,0.17649962412861658,0.016579160688720892,1.3139037327481142,-1.363626928367709,-1.6327690926412664,0.15177469099520488,-0.5747642559375827,-1.0554354619688666,1.9232938638570314,0.8450366827142058,0.8053691071207798,1.0877529909019366,-1.09003899890013,0.4126166321369438,0.19471615400233463,-2.5090068295765278
P57,0.06782863298921889,1.1114849984533925,-1.2217510802655782,0.5307306326656106,0.7042255918147265,0.8445892142836301,0.7138796018779161,1.3368455841998632,1.5090220700849952,0.16098404611596592,0.044672902897008405,1.4692204106168718,0.04863314931542377,-0.10566271323360223,1.3973078518539397,-0.1722787162407329,-0.06795434049364708,-1.1674036907693282,0.8508865090305492,-0.12014595635729661,-1.1705604779889598,0.8651296349814543,0.0064231903776621945,-0.11135185368433838,1.56299211312893,-0.7077553678695273,0.8985364539657411,1.214891974206045,-0.0021473495215092214,0.19599115169725603,-0.20549974015699493,-0.46635324326681443,-2.1707687227158075,-0.11667464573736161,1.5834413892025099,1.6919166256518972
