participant,duration,energy,power,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,Time:8,iDifference,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgVal2,avgBand1,avgBand2,fmean1,fmean2,fmean3,f2meanf1,f3meanf1,f1STD,f2STD,f3STD,f2STDf1,f2STDf2,jitter,shimmer,jitterRap,meanPeriod,percentUnvoiced,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3,AvgTotRis:3,AvgTotFall:3,numRising,numFall,loudness
P22,76.10620416666667,0.004604858056285061,5.5794761830793845e-05,68.70180000175563,386.20180140504624,162.45591370012272,57.80723072878145,337.52000267472556,169.4789378330022,1.2333061537954415,76.07997708399999,118.98721705701341,317.5000014032906,223.74588770492346,216.72286357204402,33.79567039252593,66.45772830775702,50.9969226992789,6.379544839061834,47.1764067197807,32.6620579152311,15.460805608478125,19.28132158797633,652.8556199777777,1807.296222878748,531.3293279174275,671.8888127389736,652.8556199777779,1807.296222878748,2893.568813130518,2.7703567278830246,4.4366118816698705,331.06927730278574,413.0819165503832,436.4302682901074,1.2549720722184219,1.3243482873881747,0.030678,0.182594,0.016308,0.0061767820000000005,0.47118000000000004,219.4,0.515974,0.00039407053880746,67.8,2.956800000000004,0.62,40.0434,235.4,205.198,206.0806,34.086200000000005,29.2044,135.0,9532.156199299567,
P24,66.58061666666667,0.01787840896333216,0.00024934842558122004,76.73106720269811,413.36399743692664,215.89805273257048,48.09414478011006,275.48850055692236,206.11616313345476,0.6296562867097755,66.554058334,81.65546081298353,336.63293023422847,197.4659447043562,207.24783430347188,34.59066630911695,71.26972792547834,57.687218453692665,8.46700844694407,53.652782033915415,36.67906161636139,13.58250947178567,17.616945891562914,642.7226591353024,1817.5910738266932,380.27110855470056,636.9708986222407,642.7226591353024,1817.5910738266932,2901.177498470315,2.828322830856327,4.514674757467811,281.42681641469136,411.638323458384,366.0195899641298,1.4676474379881557,1.3017369014062812,0.020216,0.15878799999999998,0.010491999999999979,0.0046342738,0.349862,135.4,0.36617999999999995,0.00029030655325112,53.6,2.645333333333334,0.6148,32.3968,144.2,231.5184,231.3074,29.5998,16.9604,102.6,4181.310523705348,
P25,71.37288333333333,0.014639689340104758,0.00018284428343194,72.27410907680428,394.52933449895335,191.86224877381693,65.69211473748277,454.48504628088574,207.8904280423971,1.499362233533819,71.345816664,34.96173060886984,322.25522542214907,202.66708572513645,186.6389064565562,36.19706301700096,73.01191800263541,56.38358765941102,7.119298197178061,52.173413909966975,36.81485498563444,16.628330343224388,20.838504092668433,674.3981964571773,1817.5339102232992,385.63404751776056,527.210114603148,674.3981964571772,1817.5339102232974,2857.0527481337663,2.6964914487175693,4.238948926457614,296.88251449299196,396.69289902003385,380.9567330179178,1.3367405239346664,1.28349318788559,0.034568,0.190136,0.018186,0.0051908142,0.478048,233.8,0.5849759999999999,0.00049978970615754,69.8,2.0288000000000004,0.5456000000000001,40.3694,251.4,240.3904,234.18359999999998,43.5718,39.400999999999996,131.8,11981.577245994917,
P27,32.87705833333333,0.00227001346533454,6.798848883460581e-05,70.70858010298984,351.8294717995383,176.7076803884611,36.1107376427765,221.15889041086848,172.26417223293797,1.0448191459292042,32.851029166000004,86.23628800514595,281.1208916965485,175.1217914110772,179.56529956660034,35.66101946731572,65.5465698037154,52.28686562774031,6.173407211643438,49.02583048544557,29.885550336399678,13.259704175975083,16.520739318269825,621.8884940183553,1863.5705787723207,446.1746045065159,576.5773911124822,621.8884940183559,1863.5705787723218,2816.5978394156255,2.9969678193278075,4.530199326767674,293.3464129193437,348.435515686078,387.1285512256076,1.1888140405430805,1.3196572855405424,0.020314,0.181376,0.010796,0.0056499632,0.450866,82.6,0.48278600000000005,0.00064677429712706,28.8,1.5445333333333324,0.51,14.4934,88.2,193.92980000000003,180.3898,25.5734,16.0364,57.0,3133.910265116809,
P29,42.048920833333334,0.00326601310423376,7.096073374649742e-05,65.91978958958371,362.653943686826,179.3359773215399,41.68962061709887,212.92039221115587,173.0136794481324,1.0572064180315526,42.022585418,96.11623943152462,296.73415409724225,183.31796636528608,189.6402642386936,34.93226931432706,67.41283554011116,52.18425943881012,5.852558036067409,48.381606534802984,32.48056622578411,15.228576101301039,19.03122900530818,615.563927992651,1822.2390571229578,424.79284933331417,679.3826791985408,615.5639279926507,1822.2390571229575,2827.3216439774847,2.9613591725158095,4.594804174745734,302.78093729697673,402.55488672356654,396.2476140030965,1.330068434512563,1.3095484652761384,0.02163599999999998,0.18061,0.01172599999999998,0.0055879602,0.459598,107.8,0.47697599999999996,0.0005491310136594,36.2,2.269433333333334,0.5912,21.605,112.0,185.66379999999998,176.3678,22.599200000000003,17.7194,65.8,4634.054815655929,
P3,89.16504166666667,0.03021829605831682,0.00033183933446644,70.53618530853058,400.4080604435453,128.74744235004144,64.52899574947881,298.94775611641654,97.57020787854364,2.179182291453251,89.138770834,43.504058276204866,329.8718751350147,271.66061809350384,302.83785256500164,34.55527729961528,75.39559627880793,59.15528963654324,8.351788394369112,53.411739513768396,40.84031897919266,16.24030664226469,21.98385676503954,692.5014544916895,1862.2141576556558,491.1157329567379,639.3091073897916,692.5014544916895,1862.214157655655,2957.600726742893,2.6973404222924486,4.285150871877157,351.3556241690386,464.21473070518493,426.5323623570265,1.3237146948083818,1.2165244863231632,0.038122,0.201378,0.0201,0.0078903986,0.5646340000000001,243.6,0.6767380000000001,0.00038407283876996,78.0,4.339200000000001,0.7577999999999999,58.6416,258.4,303.033,292.7502,38.626400000000004,36.2622,135.8,12286.259427006144,
P30,29.29017083333333,0.0017324656954015403,6.521915719933187e-05,77.60615658356855,356.19783397203537,182.5665943784314,62.716814364095285,221.8293978077294,170.3181483530306,3.8286757398798725,29.263835414,23.611727010037924,278.5916773884668,173.63123959360396,185.87968561900476,35.10880758096495,69.230737095376,50.99256416933608,5.2236462717926955,44.295828461235125,34.12192951441105,18.238172926039923,24.93490863414088,719.4994143175497,1987.5528472719477,618.149461058249,766.5742360461534,719.4994143175487,1987.5528472719475,3026.1645466503655,2.767027815756818,4.212542622754422,365.7045350831986,372.793732461162,389.11215577162665,1.0317336057728028,1.069821496020357,0.043662,0.206382,0.023796,0.0058868656,0.683648,58.2,0.599596,0.00189428945228366,14.4,4.231812499999998,1.2078,19.1496,61.4,189.07319999999999,187.1966,25.8416,24.64,33.4,1607.054182430164,
P31,74.38119583333334,0.01602514837843866,0.00020060003974088,75.68511187146342,386.61385136656133,224.5448183938027,39.0970979740484,273.8636132677557,220.05648720923372,0.8157072332558524,74.353722916,71.7269165066066,310.92873949509794,162.06903297275863,166.55736415732758,35.30015200033911,72.82204269122396,56.856410289668794,7.9022591344727475,51.83790070877276,37.52189069088485,15.96563240155516,20.9841419824512,665.688432039093,1944.891577201047,461.76900674479987,572.2692254216603,665.688432039092,1944.8915772010448,2962.7877739661403,2.9273080128919604,4.458063309671287,319.23605124718324,391.85593238507374,377.5729772381571,1.2285516306531155,1.184826408558123,0.02429,0.163484,0.01288199999999998,0.0044519756,0.41081199999999995,159.6,0.43148,0.00027802529656470004,56.0,3.385600000000001,0.7976,42.1676,171.4,204.639,205.36639999999997,30.4964,17.977800000000002,114.8,5678.791626170634,
P32,67.24192916666667,0.02391979513037946,0.00033270758108471996,78.08828833849955,395.28624604224484,221.26190708322412,47.40313074288601,301.236240035612,218.616120969689,0.6660265197072928,67.215339584,38.645103809881036,317.1979577037453,174.02433895902072,176.67012507255578,35.488883480675234,74.70912036844715,58.8525291837408,7.763584691828369,53.55630214591641,39.22023688777191,15.85659118470635,21.152818222530737,648.6848584275965,1906.62873273529,367.4656465447939,525.4325724101361,648.6848584275965,1906.62873273529,2938.536687024721,2.939405271903155,4.530650818414483,298.4405512617625,389.5391406509714,361.80703855563354,1.3052413084922854,1.2129409479560511,0.02001,0.15358199999999997,0.010530000000000001,0.0045231585999999996,0.349036,151.4,0.377172,0.00040721001784588,57.6,2.5472000000000015,0.7178,40.8548,161.8,219.6986,219.82780000000002,32.283,22.7966,104.8,5724.842579230655,
P33,56.92312916666667,0.021261202808106637,0.00041107025686304004,72.93508822256292,389.9919915199591,179.34883243151816,46.31295630727122,264.94234926569277,165.57442956239532,1.4441189996208021,56.896564581999996,88.06370488441641,317.05690329739616,210.6431590884409,224.41756195756375,34.95126051896978,76.32735459059401,59.279161763770844,7.632957683625198,53.2114638772704,41.37609407162423,17.048192826823172,23.11589071332361,607.8008361046493,1790.1552762231058,377.8265766977405,478.79841200281635,607.8008361046482,1790.1552762231036,2824.4660912051686,2.9455336372647656,4.6477581174098415,338.40656067563,405.14830060548206,400.9097329715609,1.2031042647074681,1.188023438981079,0.02586399999999996,0.17924199999999998,0.013524,0.0056075358,0.482902,143.6,0.560234,0.00046317157115212,46.4,4.40884375,1.0108000000000001,36.394,157.4,227.88540000000003,209.9192,29.1436,22.5246,88.8,6886.583725557884,
P34,75.58083333333333,0.00396971281962852,5.4343146897579304e-05,66.63712576018932,353.7849484797109,185.14064939431222,48.99706644455139,251.76237020436392,172.96748038202867,1.2656677433410632,75.554166668,49.35469268600487,287.14782271952157,168.64429908539867,180.81746809768225,35.238582015588456,69.89952685876187,51.28632914691049,5.771000441498503,46.80029836930869,34.660944843173425,18.61319771185139,23.09922848945319,649.2323157245414,1853.205711964521,498.5496335509521,651.2860387656985,649.2323157245418,1853.2057119645208,2855.043248679821,2.855566510067996,4.400128663179947,333.9405900233249,397.5567459218447,381.0382263199822,1.193572063008601,1.1428789360211595,0.022106,0.18307199999999998,0.011871999999999999,0.005407858,0.488802,191.4,0.528068,0.00034240809436649996,66.2,3.2490666666666663,0.7162,45.181799999999996,213.0,198.8974,194.5104,23.4072,23.5842,116.8,9632.744390779088,
P35,42.190804166666666,0.0070171928721926,0.00013552551535018524,75.99486160551298,397.7639484705889,196.33320117206023,53.82902930576112,257.0797910095328,201.4823176918497,1.4176914999515018,42.164777084,105.62708034717153,321.76908686507596,201.43074729852873,196.28163077873924,35.36771794495599,65.81424168195187,52.85242104883635,6.271326522965003,48.29727518147803,30.44652373699588,12.961820633115519,17.516966500473842,648.3454995327636,1894.3291310093432,467.1074105366176,621.1714226523724,648.3454995327631,1894.3291310093434,2919.3003087495695,2.923751520084518,4.5051365281942255,327.2681820163258,392.4127915397085,399.11689012540495,1.199641191535639,1.2201876819763124,0.021248,0.17532599999999998,0.011566,0.0051004554,0.515256,98.0,0.546374,0.0006125632990577801,26.4,5.326933333333335,1.3244,23.4762,105.8,204.3902,256.3092,29.244799999999998,29.1692,58.0,4796.163133444089,
P37,45.546170833333335,0.0108095150509674,0.00022524080927960002,74.45650212614706,375.15566445603633,187.74205770083455,50.07200182261833,280.70540938298876,189.38922647490037,1.1919035813131973,45.519335418,129.2572838053864,300.6991623298893,187.4136067552018,185.766437981136,34.27824216289806,74.93753633276448,57.38973023453766,8.026435503460098,51.995072910798875,40.65929416986641,17.547806098226822,22.942463421965606,637.005048182909,1866.9647957895954,469.8569220245249,521.0639998220746,637.0050481829096,1866.9647957895963,2994.088392263859,2.9314251952561667,4.701914349084624,349.7294485250244,384.9534484523068,377.61464841881093,1.101036038944492,1.0795923071752895,0.023488,0.16326599999999997,0.01244599999999998,0.0053433044,0.471908,108.8,0.511542,0.00058236654052224,33.6,4.213333333333331,0.8805999999999999,28.9022,117.2,198.4468,231.949,34.193599999999996,27.239800000000002,67.4,5003.170228619023,
P4,47.795525,0.00620211024196852,0.00012222729538418682,74.84717964775683,359.1970917679099,137.31214901260736,43.98529624376249,272.75135881962024,121.71884066186549,1.3306676116647265,47.7683875,61.4755557536756,284.34991212015314,221.88494275530257,237.47825110604444,35.487403119353054,68.4324909860882,54.553074760836395,7.370693788200084,49.95342916960909,32.94508786673515,13.879416225251807,18.479061816479117,685.2723355944158,1826.7931977869084,451.57762821517855,614.055633307162,685.2723355944161,1826.7931977869084,2893.703908322945,2.6665827205890915,4.225460202571496,323.63592592240775,418.04923036689325,389.7762594861977,1.293947945300852,1.2072896800228672,0.024984,0.18387199999999998,0.013001999999999962,0.0073503312,0.48326,141.8,0.535536,0.00067455632923518,44.8,2.8437333333333332,0.5394,24.2666,147.2,236.9652,237.773,31.915399999999998,25.8936,91.6,5577.51279828157,
P42,74.6728375,0.026889770500757682,0.0003575286575963,72.67332026635758,362.91303149962863,100.45269976103006,29.47815818632239,158.68953090188637,93.78696087740353,1.0897828627379291,74.64579375,19.78711737637656,290.2397112332711,262.4603317385986,269.1260706222251,36.06394408098724,73.33304802392782,59.26163079411011,8.811594896339887,53.77573255641711,37.26910394294058,14.071417229817706,19.557315467510705,648.1843523491067,1789.5499700052376,424.57630834507273,534.0062526318492,648.1843523491075,1789.5499700052374,2853.3537773343605,2.7640775127096116,4.407265642725985,388.0937953650899,434.1898956565472,453.9276963688675,1.1213672333536775,1.1721124499915907,0.02495599999999998,0.18305,0.01332599999999998,0.0100237406,0.466836,171.2,0.50701,0.00033900239284198,58.2,5.292800000000001,0.7224,42.3844,177.0,261.5408,253.629,20.743000000000002,18.8066,102.4,7483.933551332368,
P43,37.270875000000004,0.00837135167164568,0.00022470944873803996,71.02098632008492,375.30634216744943,100.08521593460601,41.98265171093537,263.375934240625,87.47002701718762,0.9986391738094594,37.2448125,39.34177333147622,304.2853558473645,275.2211262328434,287.83631515026184,37.173523497773864,70.17297994666168,57.49074369846626,7.2505073870591845,53.1287451060541,32.999456448887834,12.682236248195434,17.0442348406076,655.5376960537736,1768.9908873215695,414.04548687261024,510.4574785577408,655.537696053774,1768.9908873215704,2749.8898801503733,2.6997607956268577,4.197843087386403,365.82049763419866,435.18467716038595,485.0283425074975,1.19361851582262,1.3294564378341693,0.02873399999999996,0.18403399999999998,0.015056,0.0100761522,0.40415599999999996,111.4,0.47009999999999996,0.00055398999172092,37.4,2.197333333333335,0.5296000000000001,19.8654,114.8,279.133,260.44079999999997,30.768,28.1056,61.4,5361.366988675026,
P44,73.2300625,0.00340778795137298,4.414684116094075e-05,69.4505427277351,382.11545910908035,181.52060301760395,93.03600547124982,245.075132475183,174.84045458756478,5.398855833156473,73.203156248,79.91886938988758,312.6649163813453,200.59485609147643,207.27500452151563,35.70700214614085,65.64975823948717,50.31573570452991,5.495623045578732,46.316718086252855,29.942756093346325,15.334022534957267,19.333040153234325,726.3165558422313,1956.4658579624345,565.0226870028989,706.6058791098776,726.3165558422304,1956.4658579624315,2992.5937333052234,2.6946407146518085,4.122010685494015,433.5481638600213,396.8301903707269,481.2935467550963,0.915750703965778,1.1101440375908993,0.05800799999999998,0.219936,0.030824,0.0056720022,0.711756,144.6,0.8149599999999999,0.00109870585690492,55.2,3.669333333333333,0.767,42.085,157.6,270.3876,265.4614,44.7624,43.111200000000004,77.6,5994.296358344209,
P45,56.704075,0.03399787397726902,0.00060201389521046,76.16684141378171,370.7025804584829,120.74806924139857,36.48898265829537,241.27429130230635,110.52465042938971,0.7057916333027872,56.677662498000004,92.43002768599258,294.53573904470113,249.9545112170843,260.1779300290931,36.3040128209946,77.03451261209293,61.74485992015349,8.571255837842951,57.92550361098466,40.73049979109834,15.289652691939443,19.10900900110827,609.7216437408381,1801.0640858988802,388.71628545415103,508.3039374830005,609.7216437408395,1801.0640858988809,2804.0726890167293,2.9569829059815236,4.6036182531994605,365.74518090530216,411.8748018362032,420.67918633984846,1.1280022454662664,1.1545913284632385,0.022609999999999998,0.180618,0.01172799999999998,0.0083332818,0.355382,157.6,0.41061,0.00034333317783448,56.8,1.501866666666666,0.5012,28.468799999999998,160.2,244.6598,236.6888,27.1526,20.7496,95.4,6510.323341788693,
P47,33.2995,0.0035428280716974805,8.700639657054104e-05,71.47946566293261,344.05958435121073,127.22323361310532,38.80733601829988,187.3369905845531,111.93052011272371,1.7781264175649596,33.272875,63.79250251546771,272.5801186882781,216.8363507381054,232.12906423848705,35.38748689099628,67.85640409681301,52.532438981637654,6.440413686933975,46.197680360460836,32.46891720581672,15.32396511517535,21.65872373635217,777.7297763471597,1896.1029098160088,624.3961074896522,669.9299323279065,777.72977634716,1896.1029098160084,2981.2331803841926,2.4441270321570725,3.84318923557541,452.77888402040054,488.70830901711054,510.7059938326067,1.0799414753155108,1.1284185409770686,0.02163399999999998,0.180424,0.011396,0.0079243786,0.540008,74.0,0.607734,0.0009021604899240001,20.6,3.8528,1.0706,20.852800000000002,78.0,206.4264,210.9844,25.3542,21.3874,48.4,2973.825717493649,
P48,51.2199125,0.004190877659946681,7.087624298490337e-05,73.45979243362487,360.27940823725106,120.8208166071731,57.13510785830819,232.04588850469992,96.35297383575318,2.929426268028151,51.19308125,89.22610469117134,286.81961580362616,239.45859163007793,263.9264344014979,35.99593574869402,67.71077409555475,52.11869751593972,6.373132162730654,46.4808411314577,31.714838346860727,15.59207657961503,21.229932964097053,743.7324202093073,1885.98060910732,602.2359093522252,655.1247581699123,743.7324202093075,1885.9806091073194,2928.4713483959595,2.5449695324568857,3.952373239937015,435.69823157376834,442.63948576242535,521.9482359771796,1.0189046063511813,1.201516440840513,0.035106000000000005,0.20501199999999997,0.018956,0.008449788,0.6188819999999999,135.0,0.691978,0.00126406522724942,40.2,3.0613333333333332,0.7527999999999999,30.275,137.0,248.54000000000002,231.708,34.0382,30.2568,74.0,6312.434337047047,
